utc_datetime,duration,cost,value
2025-01-14T23:30:00,900,75.02,0.374
2025-01-14T23:45:00,900,61.78,0.308
2025-01-15T00:00:00,900,158.86,0.792
2025-01-15T00:15:00,900,265.17,1.322
2025-01-15T00:30:00,900,195.37,0.974
2025-01-15T00:45:00,900,113.93,0.568
2025-01-15T01:00:00,900,89.06,0.444
2025-01-15T01:15:00,900,129.38,0.645
2025-01-15T01:30:00,900,177.52,0.885
2025-01-15T01:45:00,900,119.15,0.594
2025-01-15T02:00:00,900,36.05,0.303
2025-01-15T02:15:00,900,34.98,0.294
2025-01-15T02:30:00,900,90.79,0.763
2025-01-15T02:45:00,900,95.55,0.803
2025-01-15T03:00:00,900,101.74,0.855
2025-01-15T03:15:00,900,37.48,0.315
2025-01-15T03:30:00,900,96.74,0.813
2025-01-15T03:45:00,900,112.21,0.943
2025-01-15T04:00:00,900,108.4,0.911
2025-01-15T04:15:00,900,26.41,0.222
2025-01-15T04:30:00,900,82.58,0.694
2025-01-15T04:45:00,900,95.67,0.804
2025-01-15T05:00:00,900,18.56,0.156
2025-01-15T05:15:00,900,13.09,0.11
2025-01-15T05:30:00,900,13.8,0.116
2025-01-15T05:45:00,900,13.56,0.114
2025-01-15T06:00:00,900,14.39,0.121
2025-01-15T06:15:00,900,14.16,0.119
2025-01-15T06:30:00,900,13.32,0.112
2025-01-15T06:45:00,900,13.2,0.111
2025-01-15T07:00:00,900,13.56,0.114
2025-01-15T07:15:00,900,61.4,0.516
2025-01-15T07:30:00,900,94.84,0.797
2025-01-15T07:45:00,900,84.49,0.71
2025-01-15T08:00:00,900,96.27,0.809
2025-01-15T08:15:00,900,96.5,0.811
2025-01-15T08:30:00,900,97.1,0.816
2025-01-15T08:45:00,900,95.91,0.806
2025-01-15T09:00:00,900,96.15,0.808
2025-01-15T09:15:00,900,95.91,0.806
2025-01-15T09:30:00,900,97.34,0.818
2025-01-15T09:45:00,900,96.86,0.814
2025-01-15T10:00:00,900,85.32,0.717
2025-01-15T10:15:00,900,96.5,0.811
2025-01-15T10:30:00,900,96.15,0.808
2025-01-15T10:45:00,900,97.81,0.822
2025-01-15T11:00:00,900,95.79,0.805
2025-01-15T11:15:00,900,95.67,0.804
2025-01-15T11:30:00,900,96.15,0.808
2025-01-15T11:45:00,900,96.86,0.814
2025-01-15T12:00:00,900,97.81,0.822
2025-01-15T12:15:00,900,84.72,0.712
2025-01-15T12:30:00,900,97.1,0.816
2025-01-15T12:45:00,900,96.62,0.812
2025-01-15T13:00:00,900,78.54,0.66
2025-01-15T13:15:00,900,61.04,0.513
2025-01-15T13:30:00,900,41.41,0.348
2025-01-15T13:45:00,900,33.2,0.279
2025-01-15T14:00:00,900,39.15,0.329
2025-01-15T14:15:00,900,26.29,0.221
2025-01-15T14:30:00,900,89.84,0.755
2025-01-15T14:45:00,900,103.53,0.87
2025-01-15T15:00:00,900,103.76,0.872
2025-01-15T15:15:00,900,105.07,0.883
2025-01-15T15:30:00,900,108.64,0.913
2025-01-15T15:45:00,900,94.96,0.798
2025-01-15T16:00:00,900,174.21,1.464
2025-01-15T16:15:00,900,171.36,1.44
2025-01-15T16:30:00,900,138.63,1.165
2025-01-15T16:45:00,900,96.86,0.814
2025-01-15T17:00:00,900,84.13,0.707
2025-01-15T17:15:00,900,79.37,0.667
2025-01-15T17:30:00,900,74.85,0.629
2025-01-15T17:45:00,900,20.7,0.174
2025-01-15T18:00:00,900,23.68,0.199
2025-01-15T18:15:00,900,48.07,0.404
2025-01-15T18:30:00,900,49.74,0.418
2025-01-15T18:45:00,900,23.8,0.2
2025-01-15T19:00:00,900,19.99,0.168
2025-01-15T19:15:00,900,24.39,0.205
2025-01-15T19:30:00,900,24.99,0.21
2025-01-15T19:45:00,900,21.89,0.184
2025-01-15T20:00:00,900,26.36,0.165
2025-01-15T20:15:00,900,23.64,0.148
2025-01-15T20:30:00,900,24.28,0.152
2025-01-15T20:45:00,900,26.36,0.165
2025-01-15T21:00:00,900,29.72,0.186
2025-01-15T21:15:00,900,27.48,0.172
2025-01-15T21:30:00,900,27.32,0.171
2025-01-15T21:45:00,900,27.0,0.169
2025-01-15T22:00:00,900,36.5,0.182
2025-01-15T22:15:00,900,35.3,0.176
2025-01-15T22:30:00,900,33.89,0.169
2025-01-15T22:45:00,900,33.69,0.168
2025-01-15T23:00:00,900,36.7,0.183
2025-01-15T23:15:00,900,40.92,0.204
2025-01-15T23:30:00,900,39.91,0.199
2025-01-15T23:45:00,900,39.91,0.199
2025-01-16T00:00:00,900,60.97,0.304
2025-01-16T00:15:00,900,94.67,0.472
2025-01-16T00:30:00,900,62.98,0.314
2025-01-16T00:45:00,900,47.53,0.237
2025-01-16T01:00:00,900,40.11,0.2
2025-01-16T01:15:00,900,39.71,0.198
2025-01-16T01:30:00,900,41.12,0.205
2025-01-16T01:45:00,900,29.88,0.149
2025-01-16T02:00:00,900,19.87,0.167
2025-01-16T02:15:00,900,37.48,0.315
2025-01-16T02:30:00,900,129.35,1.087
2025-01-16T02:45:00,900,128.99,1.084
2025-01-16T03:00:00,900,108.76,0.914
2025-01-16T03:15:00,900,90.08,0.757
2025-01-16T03:30:00,900,89.13,0.749
2025-01-16T03:45:00,900,106.5,0.895
2025-01-16T04:00:00,900,58.9,0.495
2025-01-16T04:15:00,900,30.1,0.253
2025-01-16T04:30:00,900,30.22,0.254
2025-01-16T04:45:00,900,94.01,0.79
2025-01-16T05:00:00,900,23.68,0.199
2025-01-16T05:15:00,900,19.87,0.167
2025-01-16T05:30:00,900,17.25,0.145
2025-01-16T05:45:00,900,17.73,0.149
2025-01-16T06:00:00,900,19.51,0.164
2025-01-16T06:15:00,900,19.39,0.163
2025-01-16T06:30:00,900,18.92,0.159
2025-01-16T06:45:00,900,18.32,0.154
2025-01-16T07:00:00,900,18.56,0.156
2025-01-16T07:15:00,900,16.89,0.142
2025-01-16T07:30:00,900,17.49,0.147
2025-01-16T07:45:00,900,17.25,0.145
2025-01-16T08:00:00,900,19.39,0.163
2025-01-16T08:15:00,900,64.37,0.541
2025-01-16T08:30:00,900,89.48,0.752
2025-01-16T08:45:00,900,89.6,0.753
2025-01-16T09:00:00,900,86.98,0.731
2025-01-16T09:15:00,900,48.43,0.407
2025-01-16T09:30:00,900,88.77,0.746
2025-01-16T09:45:00,900,92.58,0.778
2025-01-16T10:00:00,900,91.15,0.766
2025-01-16T10:15:00,900,90.08,0.757
2025-01-16T10:30:00,900,88.89,0.747
2025-01-16T10:45:00,900,86.27,0.725
2025-01-16T11:00:00,900,86.87,0.73
2025-01-16T11:15:00,900,65.56,0.551
2025-01-16T11:30:00,900,69.97,0.588
2025-01-16T11:45:00,900,43.91,0.369
2025-01-16T12:00:00,900,87.7,0.737
2025-01-16T12:15:00,900,89.96,0.756
2025-01-16T12:30:00,900,91.27,0.767
2025-01-16T12:45:00,900,90.79,0.763
2025-01-16T13:00:00,900,115.19,0.968
2025-01-16T13:15:00,900,117.45,0.987
2025-01-16T13:30:00,900,101.5,0.853
2025-01-16T13:45:00,900,99.6,0.837
2025-01-16T14:00:00,900,88.53,0.744
2025-01-16T14:15:00,900,94.48,0.794
2025-01-16T14:30:00,900,93.41,0.785
2025-01-16T14:45:00,900,91.98,0.773
2025-01-16T15:00:00,900,93.77,0.788
2025-01-16T15:15:00,900,94.96,0.798
2025-01-16T15:30:00,900,102.57,0.862
2025-01-16T15:45:00,900,93.77,0.788
2025-01-16T16:00:00,900,34.51,0.29
2025-01-16T16:15:00,900,52.59,0.442
2025-01-16T16:30:00,900,34.03,0.286
2025-01-16T16:45:00,900,78.3,0.658
2025-01-16T17:00:00,900,29.15,0.245
2025-01-16T17:15:00,900,17.61,0.148
2025-01-16T17:30:00,900,15.58,0.131
2025-01-16T17:45:00,900,23.08,0.194
2025-01-16T18:00:00,900,49.5,0.416
2025-01-16T18:15:00,900,19.63,0.165
2025-01-16T18:30:00,900,17.61,0.148
2025-01-16T18:45:00,900,17.49,0.147
2025-01-16T19:00:00,900,18.32,0.154
2025-01-16T19:15:00,900,19.51,0.164
2025-01-16T19:30:00,900,18.08,0.152
2025-01-16T19:45:00,900,17.37,0.146
2025-01-16T20:00:00,900,24.44,0.153
2025-01-16T20:15:00,900,23.32,0.146
2025-01-16T20:30:00,900,25.72,0.161
2025-01-16T20:45:00,900,24.12,0.151
2025-01-16T21:00:00,900,25.72,0.161
2025-01-16T21:15:00,900,26.84,0.168
2025-01-16T21:30:00,900,29.56,0.185
2025-01-16T21:45:00,900,23.32,0.146
2025-01-16T22:00:00,900,24.67,0.123
2025-01-16T22:15:00,900,24.67,0.123
2025-01-16T22:30:00,900,27.28,0.136
2025-01-16T22:45:00,900,25.87,0.129
2025-01-16T23:00:00,900,24.87,0.124
2025-01-16T23:15:00,900,30.28,0.151
2025-01-16T23:30:00,900,35.1,0.175
2025-01-16T23:45:00,900,37.1,0.185
2025-01-17T00:00:00,900,34.7,0.173
2025-01-17T00:15:00,900,145.82,0.727
2025-01-17T00:30:00,900,94.67,0.472
2025-01-17T00:45:00,900,98.69,0.492
2025-01-17T01:00:00,900,41.52,0.207
2025-01-17T01:15:00,900,40.92,0.204
2025-01-17T01:30:00,900,44.33,0.221
2025-01-17T01:45:00,900,47.74,0.238
2025-01-17T02:00:00,900,28.56,0.24
2025-01-17T02:15:00,900,37.24,0.313
2025-01-17T02:30:00,900,37.48,0.315
2025-01-17T02:45:00,900,28.67,0.241
2025-01-17T03:00:00,900,28.44,0.239
2025-01-17T03:15:00,900,31.05,0.261
2025-01-17T03:30:00,900,30.94,0.26
2025-01-17T03:45:00,900,32.24,0.271
2025-01-17T04:00:00,900,30.82,0.259
2025-01-17T04:15:00,900,21.53,0.181
2025-01-17T04:30:00,900,16.3,0.137
2025-01-17T04:45:00,900,15.94,0.134
2025-01-17T05:00:00,900,16.66,0.14
2025-01-17T05:15:00,900,17.25,0.145
2025-01-17T05:30:00,900,17.25,0.145
2025-01-17T05:45:00,900,21.42,0.18
2025-01-17T06:00:00,900,20.23,0.17
2025-01-17T06:15:00,900,21.42,0.18
2025-01-17T06:30:00,900,19.39,0.163
2025-01-17T06:45:00,900,17.61,0.148
2025-01-17T07:00:00,900,15.94,0.134
2025-01-17T07:15:00,900,14.39,0.121
2025-01-17T07:30:00,900,18.8,0.158
2025-01-17T07:45:00,900,18.2,0.153
2025-01-17T08:00:00,900,18.2,0.153
2025-01-17T08:15:00,900,19.27,0.162
2025-01-17T08:30:00,900,16.42,0.138
2025-01-17T08:45:00,900,17.73,0.149
2025-01-17T09:00:00,900,18.2,0.153
2025-01-17T09:15:00,900,52.47,0.441
2025-01-17T09:30:00,900,86.15,0.724
2025-01-17T09:45:00,900,85.2,0.716
2025-01-17T10:00:00,900,18.2,0.153
2025-01-17T10:15:00,900,86.03,0.723
2025-01-17T10:30:00,900,92.46,0.777
2025-01-17T10:45:00,900,89.72,0.754
2025-01-17T11:00:00,900,14.87,0.125
2025-01-17T11:15:00,900,11.3,0.095
2025-01-17T11:30:00,900,19.27,0.162
2025-01-17T11:45:00,900,83.53,0.702
2025-01-17T12:00:00,900,90.79,0.763
2025-01-17T12:15:00,900,89.25,0.75
2025-01-17T12:30:00,900,59.26,0.498
2025-01-17T12:45:00,900,89.01,0.748
2025-01-17T13:00:00,900,66.99,0.563
2025-01-17T13:15:00,900,50.09,0.421
2025-01-17T13:30:00,900,62.83,0.528
2025-01-17T13:45:00,900,74.25,0.624
2025-01-17T14:00:00,900,96.39,0.81
2025-01-17T14:15:00,900,128.4,1.079
2025-01-17T14:30:00,900,99.72,0.838
2025-01-17T14:45:00,900,95.79,0.805
2025-01-17T15:00:00,900,97.93,0.823
2025-01-17T15:15:00,900,124.35,1.044999
2025-01-17T15:30:00,900,87.82,0.738
2025-01-17T15:45:00,900,65.21,0.548
2025-01-17T16:00:00,900,21.53,0.181
2025-01-17T16:15:00,900,47.6,0.4
2025-01-17T16:30:00,900,32.24,0.271
2025-01-17T16:45:00,900,24.03,0.202
2025-01-17T17:00:00,900,21.18,0.178
2025-01-17T17:15:00,900,25.22,0.212
2025-01-17T17:30:00,900,19.39,0.163
2025-01-17T17:45:00,900,20.58,0.173
2025-01-17T18:00:00,900,17.73,0.149
2025-01-17T18:15:00,900,19.63,0.165
2025-01-17T18:30:00,900,23.44,0.197
2025-01-17T18:45:00,900,20.11,0.169
2025-01-17T19:00:00,900,20.46,0.172
2025-01-17T19:15:00,900,18.44,0.155
2025-01-17T19:30:00,900,17.49,0.147
2025-01-17T19:45:00,900,15.82,0.133
2025-01-17T20:00:00,900,22.21,0.139
2025-01-17T20:15:00,900,20.29,0.127
2025-01-17T20:30:00,900,18.85,0.118
2025-01-17T20:45:00,900,22.69,0.142
2025-01-17T21:00:00,900,26.36,0.165
2025-01-17T21:15:00,900,29.24,0.183
2025-01-17T21:30:00,900,33.87,0.212
2025-01-17T21:45:00,900,28.44,0.178
2025-01-17T22:00:00,900,61.38,0.306
2025-01-17T22:15:00,900,158.26,0.789
2025-01-17T22:30:00,900,167.69,0.836
2025-01-17T22:45:00,900,164.88,0.822
2025-01-17T23:00:00,900,160.27,0.799
2025-01-17T23:15:00,900,166.48,0.83
2025-01-17T23:30:00,900,171.5,0.855
2025-01-17T23:45:00,900,151.64,0.756
2025-01-18T00:00:00,900,140.81,0.702
2025-01-18T00:15:00,900,107.91,0.538
2025-01-18T00:30:00,900,73.81,0.368
2025-01-18T00:45:00,900,55.76,0.278
2025-01-18T01:00:00,900,208.21,1.038
2025-01-18T01:15:00,900,228.27,1.138
2025-01-18T01:30:00,900,84.24,0.42
2025-01-18T01:45:00,900,47.33,0.236
2025-01-18T02:00:00,900,46.52,0.391
2025-01-18T02:15:00,900,105.91,0.89
2025-01-18T02:30:00,900,90.32,0.759
2025-01-18T02:45:00,900,112.33,0.944
2025-01-18T03:00:00,900,111.02,0.933
2025-01-18T03:15:00,900,121.73,1.022999
2025-01-18T03:30:00,900,108.05,0.908
2025-01-18T03:45:00,900,113.4,0.953
2025-01-18T04:00:00,900,85.68,0.72
2025-01-18T04:15:00,900,129.23,1.086
2025-01-18T04:30:00,900,99.0,0.832
2025-01-18T04:45:00,900,105.19,0.884
2025-01-18T05:00:00,900,24.39,0.205
2025-01-18T05:15:00,900,19.15,0.161
2025-01-18T05:30:00,900,23.08,0.194
2025-01-18T05:45:00,900,21.53,0.181
2025-01-18T06:00:00,900,20.46,0.172
2025-01-18T06:15:00,900,17.49,0.147
2025-01-18T06:30:00,900,17.85,0.15
2025-01-18T06:45:00,900,17.61,0.148
2025-01-18T07:00:00,900,19.15,0.161
2025-01-18T07:15:00,900,16.3,0.137
2025-01-18T07:30:00,900,17.01,0.143
2025-01-18T07:45:00,900,22.37,0.188
2025-01-18T08:00:00,900,23.32,0.196
2025-01-18T08:15:00,900,18.8,0.158
2025-01-18T08:30:00,900,24.51,0.206
2025-01-18T08:45:00,900,21.3,0.179
2025-01-18T09:00:00,900,24.51,0.206
2025-01-18T09:15:00,900,24.87,0.209
2025-01-18T09:30:00,900,23.2,0.195
2025-01-18T09:45:00,900,19.51,0.164
2025-01-18T10:00:00,900,21.18,0.178
2025-01-18T10:15:00,900,25.34,0.213
2025-01-18T10:30:00,900,26.18,0.22
2025-01-18T10:45:00,900,23.68,0.199
2025-01-18T11:00:00,900,17.49,0.147
2025-01-18T11:15:00,900,22.13,0.186
2025-01-18T11:30:00,900,22.61,0.19
2025-01-18T11:45:00,900,24.03,0.202
2025-01-18T12:00:00,900,24.03,0.202
2025-01-18T12:15:00,900,19.39,0.163
2025-01-18T12:30:00,900,21.42,0.18
2025-01-18T12:45:00,900,27.37,0.23
2025-01-18T13:00:00,900,36.41,0.306
2025-01-18T13:15:00,900,35.34,0.297
2025-01-18T13:30:00,900,34.98,0.294
2025-01-18T13:45:00,900,30.58,0.257
2025-01-18T14:00:00,900,66.04,0.555
2025-01-18T14:15:00,900,41.76,0.351
2025-01-18T14:30:00,900,26.41,0.222
2025-01-18T14:45:00,900,31.17,0.262
2025-01-18T15:00:00,900,32.48,0.273
2025-01-18T15:15:00,900,40.34,0.339
2025-01-18T15:30:00,900,32.13,0.27
2025-01-18T15:45:00,900,35.1,0.295
2025-01-18T16:00:00,900,29.75,0.25
2025-01-18T16:15:00,900,30.46,0.256
2025-01-18T16:30:00,900,35.34,0.297
2025-01-18T16:45:00,900,39.62,0.333
2025-01-18T17:00:00,900,44.62,0.375
2025-01-18T17:15:00,900,27.01,0.227
2025-01-18T17:30:00,900,35.7,0.3
2025-01-18T17:45:00,900,36.77,0.309
2025-01-18T18:00:00,900,37.96,0.319
2025-01-18T18:15:00,900,37.36,0.314
2025-01-18T18:30:00,900,29.98,0.252
2025-01-18T18:45:00,900,34.15,0.287
2025-01-18T19:00:00,900,37.84,0.318
2025-01-18T19:15:00,900,40.1,0.337
2025-01-18T19:30:00,900,30.7,0.258
2025-01-18T19:45:00,900,25.82,0.217
2025-01-18T20:00:00,900,31.77,0.267
2025-01-18T20:15:00,900,110.43,0.928
2025-01-18T20:30:00,900,113.76,0.956
2025-01-18T20:45:00,900,105.55,0.887
2025-01-18T21:00:00,900,80.08,0.673
2025-01-18T21:15:00,900,84.01,0.706
2025-01-18T21:30:00,900,31.17,0.262
2025-01-18T21:45:00,900,36.41,0.306
2025-01-18T22:00:00,900,27.37,0.23
2025-01-18T22:15:00,900,38.08,0.32
2025-01-18T22:30:00,900,30.58,0.257
2025-01-18T22:45:00,900,29.03,0.244
2025-01-18T23:00:00,900,56.4,0.474
2025-01-18T23:15:00,900,99.6,0.837
2025-01-18T23:30:00,900,79.96,0.672
2025-01-18T23:45:00,900,63.9,0.537
2025-01-19T00:00:00,900,55.69,0.468
2025-01-19T00:15:00,900,96.62,0.812
2025-01-19T00:30:00,900,46.76,0.393
2025-01-19T00:45:00,900,39.86,0.335
2025-01-19T01:00:00,900,32.13,0.27
2025-01-19T01:15:00,900,28.79,0.242
2025-01-19T01:30:00,900,31.29,0.263
2025-01-19T01:45:00,900,38.31,0.322
2025-01-19T02:00:00,900,46.41,0.39
2025-01-19T02:15:00,900,38.43,0.323
2025-01-19T02:30:00,900,32.72,0.275
2025-01-19T02:45:00,900,33.91,0.285
2025-01-19T03:00:00,900,40.57,0.341
2025-01-19T03:15:00,900,40.57,0.341
2025-01-19T03:30:00,900,36.17,0.304
2025-01-19T03:45:00,900,32.48,0.273
2025-01-19T04:00:00,900,31.65,0.266
2025-01-19T04:15:00,900,38.79,0.326
2025-01-19T04:30:00,900,32.96,0.277
2025-01-19T04:45:00,900,37.96,0.319
2025-01-19T05:00:00,900,26.41,0.222
2025-01-19T05:15:00,900,26.77,0.225
2025-01-19T05:30:00,900,25.7,0.216
2025-01-19T05:45:00,900,24.63,0.207
2025-01-19T06:00:00,900,24.75,0.208
2025-01-19T06:15:00,900,25.58,0.215
2025-01-19T06:30:00,900,26.89,0.226
2025-01-19T06:45:00,900,28.08,0.236
2025-01-19T07:00:00,900,28.08,0.236
2025-01-19T07:15:00,900,26.06,0.219
2025-01-19T07:30:00,900,26.29,0.221
2025-01-19T07:45:00,900,30.46,0.256
2025-01-19T08:00:00,900,32.13,0.27
2025-01-19T08:15:00,900,27.72,0.233
2025-01-19T08:30:00,900,23.8,0.2
2025-01-19T08:45:00,900,30.82,0.259
2025-01-19T09:00:00,900,25.22,0.212
2025-01-19T09:15:00,900,29.86,0.251
2025-01-19T09:30:00,900,21.06,0.177
2025-01-19T09:45:00,900,27.6,0.232
2025-01-19T10:00:00,900,25.58,0.215
2025-01-19T10:15:00,900,35.1,0.295
2025-01-19T10:30:00,900,28.32,0.238
2025-01-19T10:45:00,900,26.06,0.219
2025-01-19T11:00:00,900,19.51,0.164
2025-01-19T11:15:00,900,29.51,0.248
2025-01-19T11:30:00,900,28.32,0.238
2025-01-19T11:45:00,900,22.84,0.192
2025-01-19T12:00:00,900,27.6,0.232
2025-01-19T12:15:00,900,19.39,0.163
2025-01-19T12:30:00,900,32.96,0.277
2025-01-19T12:45:00,900,22.84,0.192
2025-01-19T13:00:00,900,31.05,0.261
2025-01-19T13:15:00,900,32.01,0.269
2025-01-19T13:30:00,900,32.36,0.272
2025-01-19T13:45:00,900,35.93,0.302
2025-01-19T14:00:00,900,64.85,0.545
2025-01-19T14:15:00,900,44.86,0.377
2025-01-19T14:30:00,900,34.27,0.288
2025-01-19T14:45:00,900,51.52,0.433
2025-01-19T15:00:00,900,102.45,0.861
2025-01-19T15:15:00,900,73.3,0.616
2025-01-19T15:30:00,900,30.46,0.256
2025-01-19T15:45:00,900,36.05,0.303
2025-01-19T16:00:00,900,32.84,0.276
2025-01-19T16:15:00,900,52.24,0.439
2025-01-19T16:30:00,900,76.16,0.64
2025-01-19T16:45:00,900,33.79,0.284
2025-01-19T17:00:00,900,29.39,0.247
2025-01-19T17:15:00,900,32.96,0.277
2025-01-19T17:30:00,900,79.84,0.671
2025-01-19T17:45:00,900,37.12,0.312
2025-01-19T18:00:00,900,122.09,1.026
2025-01-19T18:15:00,900,116.85,0.982
2025-01-19T18:30:00,900,95.43,0.802
2025-01-19T18:45:00,900,48.67,0.409
2025-01-19T19:00:00,900,29.39,0.247
2025-01-19T19:15:00,900,29.63,0.249
2025-01-19T19:30:00,900,30.22,0.254
2025-01-19T19:45:00,900,31.53,0.265
2025-01-19T20:00:00,900,34.74,0.292
2025-01-19T20:15:00,900,33.2,0.279
2025-01-19T20:30:00,900,33.43,0.281
2025-01-19T20:45:00,900,33.55,0.282
2025-01-19T21:00:00,900,31.41,0.264
2025-01-19T21:15:00,900,96.39,0.81
2025-01-19T21:30:00,900,55.93,0.47
2025-01-19T21:45:00,900,29.63,0.249
2025-01-19T22:00:00,900,75.56,0.635
2025-01-19T22:15:00,900,106.86,0.898
2025-01-19T22:30:00,900,105.55,0.887
2025-01-19T22:45:00,900,100.79,0.847
2025-01-19T23:00:00,900,58.9,0.495
2025-01-19T23:15:00,900,84.72,0.712
2025-01-19T23:30:00,900,38.43,0.323
2025-01-19T23:45:00,900,30.46,0.256
2025-01-20T00:00:00,900,64.02,0.538
2025-01-20T00:15:00,900,33.79,0.284
2025-01-20T00:30:00,900,35.81,0.301
2025-01-20T00:45:00,900,42.6,0.358
2025-01-20T01:00:00,900,49.5,0.416
2025-01-20T01:15:00,900,36.53,0.307
2025-01-20T01:30:00,900,39.38,0.331
2025-01-20T01:45:00,900,49.5,0.416
2025-01-20T02:00:00,900,45.81,0.385
2025-01-20T02:15:00,900,38.55,0.324
2025-01-20T02:30:00,900,36.41,0.306
2025-01-20T02:45:00,900,36.53,0.307
2025-01-20T03:00:00,900,41.88,0.352
2025-01-20T03:15:00,900,31.41,0.264
2025-01-20T03:30:00,900,27.25,0.229
2025-01-20T03:45:00,900,25.34,0.213
2025-01-20T04:00:00,900,20.82,0.175
2025-01-20T04:15:00,900,19.15,0.161
2025-01-20T04:30:00,900,15.58,0.131
2025-01-20T04:45:00,900,19.75,0.166
2025-01-20T05:00:00,900,15.35,0.129
2025-01-20T05:15:00,900,15.94,0.134
2025-01-20T05:30:00,900,19.99,0.168
2025-01-20T05:45:00,900,19.04,0.16
2025-01-20T06:00:00,900,21.18,0.178
2025-01-20T06:15:00,900,17.37,0.146
2025-01-20T06:30:00,900,23.68,0.199
2025-01-20T06:45:00,900,22.01,0.185
2025-01-20T07:00:00,900,17.73,0.149
2025-01-20T07:15:00,900,17.61,0.148
2025-01-20T07:30:00,900,19.15,0.161
2025-01-20T07:45:00,900,24.87,0.209
2025-01-20T08:00:00,900,20.34,0.171
2025-01-20T08:15:00,900,19.87,0.167
2025-01-20T08:30:00,900,18.92,0.159
2025-01-20T08:45:00,900,17.85,0.15
2025-01-20T09:00:00,900,23.44,0.197
2025-01-20T09:15:00,900,21.18,0.178
2025-01-20T09:30:00,900,18.2,0.153
2025-01-20T09:45:00,900,18.56,0.156
2025-01-20T10:00:00,900,28.67,0.241
2025-01-20T10:15:00,900,23.44,0.197
2025-01-20T10:30:00,900,22.96,0.193
2025-01-20T10:45:00,900,21.65,0.182
2025-01-20T11:00:00,900,20.46,0.172
2025-01-20T11:15:00,900,24.39,0.205
2025-01-20T11:30:00,900,29.39,0.247
2025-01-20T11:45:00,900,21.42,0.18
2025-01-20T12:00:00,900,22.01,0.185
2025-01-20T12:15:00,900,22.49,0.189
2025-01-20T12:30:00,900,27.72,0.233
2025-01-20T12:45:00,900,31.89,0.268
2025-01-20T13:00:00,900,43.55,0.366
2025-01-20T13:15:00,900,53.55,0.45
2025-01-20T13:30:00,900,43.31,0.364
2025-01-20T13:45:00,900,35.22,0.296
2025-01-20T14:00:00,900,36.05,0.303
2025-01-20T14:15:00,900,26.06,0.219
2025-01-20T14:30:00,900,27.84,0.234
2025-01-20T14:45:00,900,27.96,0.235
2025-01-20T15:00:00,900,37.84,0.318
2025-01-20T15:15:00,900,35.1,0.295
2025-01-20T15:30:00,900,36.53,0.307
2025-01-20T15:45:00,900,36.17,0.304
2025-01-20T16:00:00,900,39.15,0.329
2025-01-20T16:15:00,900,136.96,1.151
2025-01-20T16:30:00,900,117.81,0.99
2025-01-20T16:45:00,900,133.51,1.122
2025-01-20T17:00:00,900,112.09,0.942
2025-01-20T17:15:00,900,93.77,0.788
2025-01-20T17:30:00,900,39.62,0.333
2025-01-20T17:45:00,900,63.9,0.537
2025-01-20T18:00:00,900,30.7,0.258
2025-01-20T18:15:00,900,33.2,0.279
2025-01-20T18:30:00,900,41.17,0.346
2025-01-20T18:45:00,900,26.41,0.222
2025-01-20T19:00:00,900,27.01,0.227
2025-01-20T19:15:00,900,106.86,0.898
2025-01-20T19:30:00,900,100.79,0.847
2025-01-20T19:45:00,900,91.15,0.766
2025-01-20T20:00:00,900,47.48,0.399
2025-01-20T20:15:00,900,36.29,0.305
2025-01-20T20:30:00,900,22.61,0.19
2025-01-20T20:45:00,900,21.53,0.181
2025-01-20T21:00:00,900,32.84,0.276
2025-01-20T21:15:00,900,81.75,0.687
2025-01-20T21:30:00,900,80.32,0.675
2025-01-20T21:45:00,900,42.0,0.353
2025-01-20T22:00:00,900,31.05,0.261
2025-01-20T22:15:00,900,38.55,0.324
2025-01-20T22:30:00,900,27.25,0.229
2025-01-20T22:45:00,900,34.86,0.293
2025-01-20T23:00:00,900,34.03,0.286
2025-01-20T23:15:00,900,43.19,0.363
2025-01-20T23:30:00,900,30.7,0.258
2025-01-20T23:45:00,900,23.8,0.2
2025-01-21T00:00:00,900,23.68,0.199
2025-01-21T00:15:00,900,25.7,0.216
2025-01-21T00:30:00,900,47.36,0.398
2025-01-21T00:45:00,900,111.97,0.941
2025-01-21T01:00:00,900,68.18,0.573
2025-01-21T01:15:00,900,32.84,0.276
2025-01-21T01:30:00,900,33.08,0.278
2025-01-21T01:45:00,900,40.93,0.344
2025-01-21T02:00:00,900,31.65,0.266
2025-01-21T02:15:00,900,32.48,0.273
2025-01-21T02:30:00,900,36.29,0.305
2025-01-21T02:45:00,900,41.17,0.346
2025-01-21T03:00:00,900,45.45,0.382
2025-01-21T03:15:00,900,35.22,0.296
2025-01-21T03:30:00,900,31.17,0.262
2025-01-21T03:45:00,900,38.08,0.32
2025-01-21T04:00:00,900,35.34,0.297
2025-01-21T04:15:00,900,20.58,0.173
2025-01-21T04:30:00,900,19.04,0.16
2025-01-21T04:45:00,900,18.32,0.154
2025-01-21T05:00:00,900,21.18,0.178
2025-01-21T05:15:00,900,23.68,0.199
2025-01-21T05:30:00,900,21.89,0.184
2025-01-21T05:45:00,900,18.68,0.157
2025-01-21T06:00:00,900,24.03,0.202
2025-01-21T06:15:00,900,21.89,0.184
2025-01-21T06:30:00,900,27.6,0.232
2025-01-21T06:45:00,900,22.61,0.19
2025-01-21T07:00:00,900,17.61,0.148
