utc_datetime,duration,cost,value
2025-02-16T04:00:00,900,28.2,0.237
2025-02-16T04:15:00,900,31.29,0.263
2025-02-16T04:30:00,900,48.67,0.409
2025-02-16T04:45:00,900,35.93,0.302
2025-02-16T05:00:00,900,22.37,0.188
2025-02-16T05:15:00,900,14.99,0.126
2025-02-16T05:30:00,900,28.91,0.243
2025-02-16T05:45:00,900,42.6,0.358
2025-02-16T06:00:00,900,14.99,0.126
2025-02-16T06:15:00,900,17.13,0.144
2025-02-16T06:30:00,900,19.63,0.165
2025-02-16T06:45:00,900,20.11,0.169
2025-02-16T07:00:00,900,18.32,0.154
2025-02-16T07:15:00,900,16.66,0.14
2025-02-16T07:30:00,900,17.25,0.145
2025-02-16T07:45:00,900,18.2,0.153
2025-02-16T08:00:00,900,19.87,0.167
2025-02-16T08:15:00,900,14.99,0.126
2025-02-16T08:30:00,900,16.3,0.137
2025-02-16T08:45:00,900,17.25,0.145
2025-02-16T09:00:00,900,19.51,0.164
2025-02-16T09:15:00,900,17.49,0.147
2025-02-16T09:30:00,900,18.56,0.156
2025-02-16T09:45:00,900,17.25,0.145
2025-02-16T10:00:00,900,18.8,0.158
2025-02-16T10:15:00,900,19.04,0.16
2025-02-16T10:30:00,900,17.25,0.145
2025-02-16T10:45:00,900,19.15,0.161
2025-02-16T11:00:00,900,18.68,0.157
2025-02-16T11:15:00,900,17.13,0.144
2025-02-16T11:30:00,900,16.89,0.142
2025-02-16T11:45:00,900,17.01,0.143
2025-02-16T12:00:00,900,17.85,0.15
2025-02-16T12:15:00,900,16.89,0.142
2025-02-16T12:30:00,900,18.2,0.153
2025-02-16T12:45:00,900,21.06,0.177
2025-02-16T13:00:00,900,28.2,0.237
2025-02-16T13:15:00,900,28.67,0.241
2025-02-16T13:30:00,900,28.79,0.242
2025-02-16T13:45:00,900,29.27,0.246
2025-02-16T14:00:00,900,28.56,0.24
2025-02-16T14:15:00,900,21.42,0.18
2025-02-16T14:30:00,900,27.01,0.227
2025-02-16T14:45:00,900,32.84,0.276
2025-02-16T15:00:00,900,26.89,0.226
2025-02-16T15:15:00,900,24.87,0.209
2025-02-16T15:30:00,900,32.6,0.274
2025-02-16T15:45:00,900,29.98,0.252
2025-02-16T16:00:00,900,19.51,0.164
2025-02-16T16:15:00,900,22.13,0.186
2025-02-16T16:30:00,900,20.11,0.169
2025-02-16T16:45:00,900,25.22,0.212
2025-02-16T17:00:00,900,22.61,0.19
2025-02-16T17:15:00,900,18.08,0.152
2025-02-16T17:30:00,900,18.32,0.154
2025-02-16T17:45:00,900,27.13,0.228
2025-02-16T18:00:00,900,30.34,0.255
2025-02-16T18:15:00,900,61.99,0.521
2025-02-16T18:30:00,900,104.72,0.88
2025-02-16T18:45:00,900,89.13,0.749
2025-02-16T19:00:00,900,66.16,0.556
2025-02-16T19:15:00,900,28.44,0.239
2025-02-16T19:30:00,900,30.34,0.255
2025-02-16T19:45:00,900,28.32,0.238
2025-02-16T20:00:00,900,45.81,0.385
2025-02-16T20:15:00,900,35.34,0.297
2025-02-16T20:30:00,900,22.61,0.19
2025-02-16T20:45:00,900,22.13,0.186
2025-02-16T21:00:00,900,27.72,0.233
2025-02-16T21:15:00,900,74.85,0.629
2025-02-16T21:30:00,900,28.79,0.242
2025-02-16T21:45:00,900,27.13,0.228
2025-02-16T22:00:00,900,28.91,0.243
2025-02-16T22:15:00,900,53.43,0.449
2025-02-16T22:30:00,900,28.44,0.239
2025-02-16T22:45:00,900,28.56,0.24
2025-02-16T23:00:00,900,28.56,0.24
2025-02-16T23:15:00,900,33.43,0.281
2025-02-16T23:30:00,900,30.46,0.256
2025-02-16T23:45:00,900,82.46,0.693
2025-02-17T00:00:00,900,103.17,0.867
2025-02-17T00:15:00,900,105.79,0.889
2025-02-17T00:30:00,900,104.6,0.879
2025-02-17T00:45:00,900,99.48,0.836
2025-02-17T01:00:00,900,143.03,1.202
2025-02-17T01:15:00,900,146.48,1.231
2025-02-17T01:30:00,900,71.99,0.605
2025-02-17T01:45:00,900,172.9,1.453
2025-02-17T02:00:00,900,121.49,1.020999
2025-02-17T02:15:00,900,117.92,0.991
2025-02-17T02:30:00,900,110.55,0.929
2025-02-17T02:45:00,900,106.86,0.898
2025-02-17T03:00:00,900,109.0,0.916
2025-02-17T03:15:00,900,95.91,0.806
2025-02-17T03:30:00,900,31.41,0.264
2025-02-17T03:45:00,900,69.61,0.585
2025-02-17T04:00:00,900,18.08,0.152
2025-02-17T04:15:00,900,26.29,0.221
2025-02-17T04:30:00,900,14.39,0.121
2025-02-17T04:45:00,900,17.96,0.151
2025-02-17T05:00:00,900,15.11,0.127
2025-02-17T05:15:00,900,14.16,0.119
2025-02-17T05:30:00,900,12.13,0.102
2025-02-17T05:45:00,900,12.85,0.108
2025-02-17T06:00:00,900,11.3,0.095
2025-02-17T06:15:00,900,11.06,0.093
2025-02-17T06:30:00,900,11.54,0.097
2025-02-17T06:45:00,900,13.32,0.112
2025-02-17T07:00:00,900,19.51,0.164
2025-02-17T07:15:00,900,19.27,0.162
2025-02-17T07:30:00,900,19.63,0.165
2025-02-17T07:45:00,900,20.34,0.171
2025-02-17T08:00:00,900,18.68,0.157
2025-02-17T08:15:00,900,14.28,0.12
2025-02-17T08:30:00,900,18.44,0.155
2025-02-17T08:45:00,900,17.85,0.15
2025-02-17T09:00:00,900,17.85,0.15
2025-02-17T09:15:00,900,15.35,0.129
2025-02-17T09:30:00,900,16.3,0.137
2025-02-17T09:45:00,900,14.63,0.123
2025-02-17T10:00:00,900,17.37,0.146
2025-02-17T10:15:00,900,19.51,0.164
2025-02-17T10:30:00,900,18.8,0.158
2025-02-17T10:45:00,900,19.75,0.166
2025-02-17T11:00:00,900,15.7,0.132
2025-02-17T11:15:00,900,15.23,0.128
2025-02-17T11:30:00,900,14.75,0.124
2025-02-17T11:45:00,900,15.47,0.13
2025-02-17T12:00:00,900,17.96,0.151
2025-02-17T12:15:00,900,18.2,0.153
2025-02-17T12:30:00,900,24.75,0.208
2025-02-17T12:45:00,900,28.56,0.24
2025-02-17T13:00:00,900,59.5,0.5
2025-02-17T13:15:00,900,46.76,0.393
2025-02-17T13:30:00,900,41.05,0.345
2025-02-17T13:45:00,900,32.36,0.272
2025-02-17T14:00:00,900,33.79,0.284
2025-02-17T14:15:00,900,28.56,0.24
2025-02-17T14:30:00,900,25.7,0.216
2025-02-17T14:45:00,900,35.1,0.295
2025-02-17T15:00:00,900,29.27,0.246
2025-02-17T15:15:00,900,28.32,0.238
2025-02-17T15:30:00,900,25.82,0.217
2025-02-17T15:45:00,900,59.73,0.502
2025-02-17T16:00:00,900,123.04,1.034
2025-02-17T16:15:00,900,103.41,0.869
2025-02-17T16:30:00,900,56.28,0.473
2025-02-17T16:45:00,900,26.77,0.225
2025-02-17T17:00:00,900,63.3,0.532
2025-02-17T17:15:00,900,90.08,0.757
2025-02-17T17:30:00,900,92.93,0.781
2025-02-17T17:45:00,900,92.22,0.775
2025-02-17T18:00:00,900,59.02,0.496
2025-02-17T18:15:00,900,124.83,1.049
2025-02-17T18:30:00,900,39.03,0.328
2025-02-17T18:45:00,900,81.51,0.685
2025-02-17T19:00:00,900,65.33,0.549
2025-02-17T19:15:00,900,19.04,0.16
2025-02-17T19:30:00,900,28.79,0.242
2025-02-17T19:45:00,900,35.46,0.298
2025-02-17T20:00:00,900,26.77,0.225
2025-02-17T20:15:00,900,27.72,0.233
2025-02-17T20:30:00,900,36.77,0.309
2025-02-17T20:45:00,900,21.89,0.184
2025-02-17T21:00:00,900,22.25,0.187
2025-02-17T21:15:00,900,37.48,0.315
2025-02-17T21:30:00,900,23.91,0.201
2025-02-17T21:45:00,900,65.8,0.553
2025-02-17T22:00:00,900,42.24,0.355
2025-02-17T22:15:00,900,44.38,0.373
2025-02-17T22:30:00,900,29.98,0.252
2025-02-17T22:45:00,900,35.22,0.296
2025-02-17T23:00:00,900,41.41,0.348
2025-02-17T23:15:00,900,22.96,0.193
2025-02-17T23:30:00,900,23.91,0.201
2025-02-17T23:45:00,900,19.27,0.162
2025-02-18T00:00:00,900,20.94,0.176
2025-02-18T00:15:00,900,19.99,0.168
2025-02-18T00:30:00,900,21.18,0.178
2025-02-18T00:45:00,900,20.82,0.175
2025-02-18T01:00:00,900,26.41,0.222
2025-02-18T01:15:00,900,19.04,0.16
2025-02-18T01:30:00,900,23.8,0.2
2025-02-18T01:45:00,900,25.1,0.211
2025-02-18T02:00:00,900,18.56,0.156
2025-02-18T02:15:00,900,35.1,0.295
2025-02-18T02:30:00,900,26.53,0.223
2025-02-18T02:45:00,900,29.51,0.248
2025-02-18T03:00:00,900,31.53,0.265
2025-02-18T03:15:00,900,29.15,0.245
2025-02-18T03:30:00,900,27.6,0.232
2025-02-18T03:45:00,900,22.61,0.19
2025-02-18T04:00:00,900,14.51,0.122
2025-02-18T04:15:00,900,16.66,0.14
2025-02-18T04:30:00,900,20.94,0.176
2025-02-18T04:45:00,900,18.92,0.159
2025-02-18T05:00:00,900,14.99,0.126
2025-02-18T05:15:00,900,19.63,0.165
2025-02-18T05:30:00,900,14.16,0.119
2025-02-18T05:45:00,900,13.32,0.112
2025-02-18T06:00:00,900,13.68,0.115
2025-02-18T06:15:00,900,14.99,0.126
2025-02-18T06:30:00,900,16.66,0.14
2025-02-18T06:45:00,900,15.58,0.131
2025-02-18T07:00:00,900,19.51,0.164
2025-02-18T07:15:00,900,17.85,0.15
2025-02-18T07:30:00,900,19.27,0.162
2025-02-18T07:45:00,900,19.87,0.167
2025-02-18T08:00:00,900,14.87,0.125
2025-02-18T08:15:00,900,18.56,0.156
2025-02-18T08:30:00,900,16.3,0.137
2025-02-18T08:45:00,900,19.75,0.166
2025-02-18T09:00:00,900,19.63,0.165
2025-02-18T09:15:00,900,18.68,0.157
2025-02-18T09:30:00,900,16.54,0.139
2025-02-18T09:45:00,900,17.49,0.147
2025-02-18T10:00:00,900,16.3,0.137
2025-02-18T10:15:00,900,22.25,0.187
2025-02-18T10:30:00,900,16.3,0.137
2025-02-18T10:45:00,900,18.44,0.155
2025-02-18T11:00:00,900,17.13,0.144
2025-02-18T11:15:00,900,16.77,0.141
2025-02-18T11:30:00,900,20.34,0.171
2025-02-18T11:45:00,900,17.13,0.144
2025-02-18T12:00:00,900,18.68,0.157
2025-02-18T12:15:00,900,19.99,0.168
2025-02-18T12:30:00,900,25.58,0.215
2025-02-18T12:45:00,900,29.51,0.248
2025-02-18T13:00:00,900,65.21,0.548
2025-02-18T13:15:00,900,35.58,0.299
2025-02-18T13:30:00,900,32.36,0.272
2025-02-18T13:45:00,900,25.1,0.211
2025-02-18T14:00:00,900,33.79,0.284
2025-02-18T14:15:00,900,29.39,0.247
2025-02-18T14:30:00,900,32.13,0.27
2025-02-18T14:45:00,900,35.1,0.295
2025-02-18T15:00:00,900,31.17,0.262
2025-02-18T15:15:00,900,34.15,0.287
2025-02-18T15:30:00,900,29.63,0.249
2025-02-18T15:45:00,900,29.51,0.248
2025-02-18T16:00:00,900,25.34,0.213
2025-02-18T16:15:00,900,26.41,0.222
2025-02-18T16:30:00,900,20.82,0.175
2025-02-18T16:45:00,900,21.42,0.18
2025-02-18T17:00:00,900,21.65,0.182
2025-02-18T17:15:00,900,20.11,0.169
2025-02-18T17:30:00,900,21.3,0.179
2025-02-18T17:45:00,900,21.06,0.177
2025-02-18T18:00:00,900,21.65,0.182
2025-02-18T18:15:00,900,22.84,0.192
2025-02-18T18:30:00,900,28.56,0.24
2025-02-18T18:45:00,900,37.72,0.317
2025-02-18T19:00:00,900,47.83,0.402
2025-02-18T19:15:00,900,38.31,0.322
2025-02-18T19:30:00,900,20.7,0.174
2025-02-18T19:45:00,900,18.08,0.152
2025-02-18T20:00:00,900,28.76,0.18
2025-02-18T20:15:00,900,27.32,0.171
2025-02-18T20:30:00,900,28.12,0.176
2025-02-18T20:45:00,900,35.15,0.22
2025-02-18T21:00:00,900,33.07,0.207
2025-02-18T21:15:00,900,32.27,0.202
2025-02-18T21:30:00,900,27.96,0.175
2025-02-18T21:45:00,900,30.67,0.192
2025-02-18T22:00:00,900,34.1,0.17
2025-02-18T22:15:00,900,49.14,0.245
2025-02-18T22:30:00,900,40.71,0.203
2025-02-18T22:45:00,900,46.93,0.234
2025-02-18T23:00:00,900,37.91,0.189
2025-02-18T23:15:00,900,38.51,0.192
2025-02-18T23:30:00,900,47.74,0.238
2025-02-18T23:45:00,900,44.73,0.223
2025-02-19T00:00:00,900,58.97,0.294
2025-02-19T00:15:00,900,65.99,0.329
2025-02-19T00:30:00,900,73.61,0.367
2025-02-19T00:45:00,900,114.93,0.573
2025-02-19T01:00:00,900,60.57,0.302
2025-02-19T01:15:00,900,48.94,0.244
2025-02-19T01:30:00,900,45.73,0.228
2025-02-19T01:45:00,900,63.58,0.317
2025-02-19T02:00:00,900,37.6,0.316
2025-02-19T02:15:00,900,43.55,0.366
2025-02-19T02:30:00,900,42.12,0.354
2025-02-19T02:45:00,900,41.05,0.345
2025-02-19T03:00:00,900,36.41,0.306
2025-02-19T03:15:00,900,37.0,0.311
2025-02-19T03:30:00,900,34.62,0.291
2025-02-19T03:45:00,900,30.34,0.255
2025-02-19T04:00:00,900,24.51,0.206
2025-02-19T04:15:00,900,25.94,0.218
2025-02-19T04:30:00,900,22.37,0.188
2025-02-19T04:45:00,900,20.7,0.174
2025-02-19T05:00:00,900,15.58,0.131
2025-02-19T05:15:00,900,14.28,0.12
2025-02-19T05:30:00,900,13.92,0.117
2025-02-19T05:45:00,900,13.32,0.112
2025-02-19T06:00:00,900,14.51,0.122
2025-02-19T06:15:00,900,17.85,0.15
2025-02-19T06:30:00,900,19.15,0.161
2025-02-19T06:45:00,900,23.2,0.195
2025-02-19T07:00:00,900,24.87,0.209
2025-02-19T07:15:00,900,20.11,0.169
2025-02-19T07:30:00,900,21.18,0.178
2025-02-19T07:45:00,900,20.23,0.17
2025-02-19T08:00:00,900,22.01,0.185
2025-02-19T08:15:00,900,23.44,0.197
2025-02-19T08:30:00,900,18.68,0.157
2025-02-19T08:45:00,900,19.99,0.168
2025-02-19T09:00:00,900,22.13,0.186
2025-02-19T09:15:00,900,20.7,0.174
2025-02-19T09:30:00,900,20.46,0.172
2025-02-19T09:45:00,900,20.11,0.169
2025-02-19T10:00:00,900,19.51,0.164
2025-02-19T10:15:00,900,20.23,0.17
2025-02-19T10:30:00,900,23.08,0.194
2025-02-19T10:45:00,900,19.39,0.163
2025-02-19T11:00:00,900,20.58,0.173
2025-02-19T11:15:00,900,19.39,0.163
2025-02-19T11:30:00,900,20.23,0.17
2025-02-19T11:45:00,900,19.27,0.162
2025-02-19T12:00:00,900,21.18,0.178
2025-02-19T12:15:00,900,23.56,0.198
2025-02-19T12:30:00,900,25.22,0.212
2025-02-19T12:45:00,900,28.91,0.243
2025-02-19T13:00:00,900,45.22,0.38
2025-02-19T13:15:00,900,58.66,0.493
2025-02-19T13:30:00,900,41.41,0.348
2025-02-19T13:45:00,900,29.27,0.246
2025-02-19T14:00:00,900,36.77,0.309
2025-02-19T14:15:00,900,32.36,0.272
2025-02-19T14:30:00,900,31.77,0.267
2025-02-19T14:45:00,900,31.77,0.267
2025-02-19T15:00:00,900,136.96,1.151
2025-02-19T15:15:00,900,102.81,0.864
2025-02-19T15:30:00,900,65.33,0.549
2025-02-19T15:45:00,900,26.18,0.22
2025-02-19T16:00:00,900,24.63,0.207
2025-02-19T16:15:00,900,22.96,0.193
2025-02-19T16:30:00,900,21.18,0.178
2025-02-19T16:45:00,900,20.34,0.171
2025-02-19T17:00:00,900,25.34,0.213
2025-02-19T17:15:00,900,40.81,0.343
2025-02-19T17:30:00,900,37.6,0.316
2025-02-19T17:45:00,900,49.74,0.418
2025-02-19T18:00:00,900,20.34,0.171
2025-02-19T18:15:00,900,19.87,0.167
2025-02-19T18:30:00,900,21.06,0.177
2025-02-19T18:45:00,900,20.7,0.174
2025-02-19T19:00:00,900,20.34,0.171
2025-02-19T19:15:00,900,26.29,0.221
2025-02-19T19:30:00,900,19.27,0.162
2025-02-19T19:45:00,900,20.23,0.17
2025-02-19T20:00:00,900,28.76,0.18
2025-02-19T20:15:00,900,31.63,0.198
2025-02-19T20:30:00,900,34.19,0.214
2025-02-19T20:45:00,900,31.79,0.199
2025-02-19T21:00:00,900,30.83,0.193
2025-02-19T21:15:00,900,33.39,0.209
2025-02-19T21:30:00,900,30.67,0.192
2025-02-19T21:45:00,900,30.99,0.194
2025-02-19T22:00:00,900,34.3,0.171
2025-02-19T22:15:00,900,39.51,0.197
2025-02-19T22:30:00,900,41.12,0.205
2025-02-19T22:45:00,900,37.3,0.186
2025-02-19T23:00:00,900,37.91,0.189
2025-02-19T23:15:00,900,41.92,0.209
2025-02-19T23:30:00,900,43.52,0.217
2025-02-19T23:45:00,900,46.13,0.23
2025-02-20T00:00:00,900,58.17,0.29
2025-02-20T00:15:00,900,64.38,0.321
2025-02-20T00:30:00,900,121.55,0.606
2025-02-20T00:45:00,900,72.21,0.36
2025-02-20T01:00:00,900,47.53,0.237
2025-02-20T01:15:00,900,54.35,0.271
2025-02-20T01:30:00,900,62.18,0.31
2025-02-20T01:45:00,900,66.59,0.332
2025-02-20T02:00:00,900,38.79,0.326
2025-02-20T02:15:00,900,41.76,0.351
2025-02-20T02:30:00,900,42.0,0.353
2025-02-20T02:45:00,900,42.0,0.353
2025-02-20T03:00:00,900,32.13,0.27
2025-02-20T03:15:00,900,28.2,0.237
2025-02-20T03:30:00,900,27.6,0.232
2025-02-20T03:45:00,900,22.72,0.191
2025-02-20T04:00:00,900,14.75,0.124
2025-02-20T04:15:00,900,16.89,0.142
2025-02-20T04:30:00,900,19.75,0.166
2025-02-20T04:45:00,900,20.11,0.169
2025-02-20T05:00:00,900,15.47,0.13
2025-02-20T05:15:00,900,14.39,0.121
2025-02-20T05:30:00,900,14.51,0.122
2025-02-20T05:45:00,900,14.75,0.124
2025-02-20T06:00:00,900,14.39,0.121
2025-02-20T06:15:00,900,16.54,0.139
2025-02-20T06:30:00,900,14.28,0.12
2025-02-20T06:45:00,900,17.96,0.151
2025-02-20T07:00:00,900,16.3,0.137
2025-02-20T07:15:00,900,23.68,0.199
2025-02-20T07:30:00,900,23.8,0.2
2025-02-20T07:45:00,900,17.61,0.148
2025-02-20T08:00:00,900,20.82,0.175
2025-02-20T08:15:00,900,19.39,0.163
2025-02-20T08:30:00,900,21.06,0.177
2025-02-20T08:45:00,900,22.49,0.189
2025-02-20T09:00:00,900,18.44,0.155
2025-02-20T09:15:00,900,19.39,0.163
2025-02-20T09:30:00,900,19.99,0.168
2025-02-20T09:45:00,900,20.94,0.176
2025-02-20T10:00:00,900,20.34,0.171
2025-02-20T10:15:00,900,19.99,0.168
2025-02-20T10:30:00,900,19.63,0.165
2025-02-20T10:45:00,900,19.39,0.163
2025-02-20T11:00:00,900,19.99,0.168
2025-02-20T11:15:00,900,22.01,0.185
2025-02-20T11:30:00,900,20.23,0.17
2025-02-20T11:45:00,900,20.23,0.17
2025-02-20T12:00:00,900,19.04,0.16
2025-02-20T12:15:00,900,21.18,0.178
2025-02-20T12:30:00,900,28.32,0.238
2025-02-20T12:45:00,900,29.98,0.252
2025-02-20T13:00:00,900,59.85,0.503
2025-02-20T13:15:00,900,41.76,0.351
2025-02-20T13:30:00,900,31.65,0.266
2025-02-20T13:45:00,900,29.86,0.251
2025-02-20T14:00:00,900,29.03,0.244
2025-02-20T14:15:00,900,28.91,0.243
2025-02-20T14:30:00,900,38.67,0.325
2025-02-20T14:45:00,900,29.39,0.247
2025-02-20T15:00:00,900,23.32,0.196
2025-02-20T15:15:00,900,24.87,0.209
2025-02-20T15:30:00,900,34.51,0.29
2025-02-20T15:45:00,900,29.86,0.251
2025-02-20T16:00:00,900,36.65,0.308
2025-02-20T16:15:00,900,24.75,0.208
2025-02-20T16:30:00,900,30.34,0.255
2025-02-20T16:45:00,900,25.1,0.211
2025-02-20T17:00:00,900,28.32,0.238
2025-02-20T17:15:00,900,22.37,0.188
2025-02-20T17:30:00,900,19.87,0.167
2025-02-20T17:45:00,900,21.65,0.182
2025-02-20T18:00:00,900,19.51,0.164
2025-02-20T18:15:00,900,20.11,0.169
2025-02-20T18:30:00,900,16.66,0.14
2025-02-20T18:45:00,900,14.75,0.124
2025-02-20T19:00:00,900,17.25,0.145
2025-02-20T19:15:00,900,17.01,0.143
2025-02-20T19:30:00,900,18.08,0.152
2025-02-20T19:45:00,900,17.37,0.146
2025-02-20T20:00:00,900,22.37,0.14
2025-02-20T20:15:00,900,23.64,0.148
2025-02-20T20:30:00,900,23.16,0.145
2025-02-20T20:45:00,900,25.08,0.157
2025-02-20T21:00:00,900,25.88,0.162
2025-02-20T21:15:00,900,32.59,0.204
2025-02-20T21:30:00,900,34.83,0.218
2025-02-20T21:45:00,900,25.08,0.157
2025-02-20T22:00:00,900,45.13,0.225
2025-02-20T22:15:00,900,36.5,0.182
2025-02-20T22:30:00,900,35.1,0.175
2025-02-20T22:45:00,900,34.5,0.172
2025-02-20T23:00:00,900,28.88,0.144
2025-02-20T23:15:00,900,43.72,0.218
2025-02-20T23:30:00,900,38.51,0.192
2025-02-20T23:45:00,900,36.1,0.18
2025-02-21T00:00:00,900,41.12,0.205
2025-02-21T00:15:00,900,40.51,0.202
2025-02-21T00:30:00,900,77.62,0.387
2025-02-21T00:45:00,900,70.2,0.35
2025-02-21T01:00:00,900,53.55,0.267
2025-02-21T01:15:00,900,59.77,0.298
2025-02-21T01:30:00,900,67.19,0.335
2025-02-21T01:45:00,900,59.97,0.299
2025-02-21T02:00:00,900,31.65,0.266
2025-02-21T02:15:00,900,29.27,0.246
2025-02-21T02:30:00,900,29.51,0.248
2025-02-21T02:45:00,900,30.46,0.256
2025-02-21T03:00:00,900,30.22,0.254
2025-02-21T03:15:00,900,24.87,0.209
2025-02-21T03:30:00,900,27.13,0.228
2025-02-21T03:45:00,900,22.96,0.193
2025-02-21T04:00:00,900,17.37,0.146
2025-02-21T04:15:00,900,16.66,0.14
2025-02-21T04:30:00,900,16.77,0.141
2025-02-21T04:45:00,900,17.01,0.143
2025-02-21T05:00:00,900,15.47,0.13
2025-02-21T05:15:00,900,14.51,0.122
2025-02-21T05:30:00,900,13.8,0.116
2025-02-21T05:45:00,900,14.39,0.121
2025-02-21T06:00:00,900,16.54,0.139
2025-02-21T06:15:00,900,18.68,0.157
2025-02-21T06:30:00,900,17.13,0.144
2025-02-21T06:45:00,900,20.94,0.176
2025-02-21T07:00:00,900,16.18,0.136
2025-02-21T07:15:00,900,17.85,0.15
2025-02-21T07:30:00,900,19.51,0.164
2025-02-21T07:45:00,900,18.56,0.156
2025-02-21T08:00:00,900,14.99,0.126
2025-02-21T08:15:00,900,16.18,0.136
2025-02-21T08:30:00,900,18.08,0.152
2025-02-21T08:45:00,900,18.32,0.154
2025-02-21T09:00:00,900,18.08,0.152
2025-02-21T09:15:00,900,19.87,0.167
2025-02-21T09:30:00,900,19.15,0.161
2025-02-21T09:45:00,900,18.92,0.159
2025-02-21T10:00:00,900,16.3,0.137
2025-02-21T10:15:00,900,15.94,0.134
2025-02-21T10:30:00,900,15.47,0.13
2025-02-21T10:45:00,900,15.94,0.134
2025-02-21T11:00:00,900,19.27,0.162
2025-02-21T11:15:00,900,20.82,0.175
2025-02-21T11:30:00,900,17.61,0.148
2025-02-21T11:45:00,900,15.94,0.134
2025-02-21T12:00:00,900,18.44,0.155
2025-02-21T12:15:00,900,14.75,0.124
2025-02-21T12:30:00,900,31.17,0.262
2025-02-21T12:45:00,900,42.95,0.361
2025-02-21T13:00:00,900,38.67,0.325
2025-02-21T13:15:00,900,35.7,0.3
2025-02-21T13:30:00,900,32.96,0.277
2025-02-21T13:45:00,900,35.34,0.297
2025-02-21T14:00:00,900,34.03,0.286
2025-02-21T14:15:00,900,33.32,0.28
2025-02-21T14:30:00,900,22.72,0.191
2025-02-21T14:45:00,900,20.58,0.173
2025-02-21T15:00:00,900,23.56,0.198
2025-02-21T15:15:00,900,19.15,0.161
2025-02-21T15:30:00,900,18.68,0.157
2025-02-21T15:45:00,900,19.39,0.163
2025-02-21T16:00:00,900,22.96,0.193
2025-02-21T16:15:00,900,20.11,0.169
2025-02-21T16:30:00,900,19.39,0.163
2025-02-21T16:45:00,900,20.58,0.173
2025-02-21T17:00:00,900,23.2,0.195
2025-02-21T17:15:00,900,19.15,0.161
2025-02-21T17:30:00,900,17.73,0.149
2025-02-21T17:45:00,900,20.46,0.172
2025-02-21T18:00:00,900,21.3,0.179
2025-02-21T18:15:00,900,22.84,0.192
2025-02-21T18:30:00,900,20.34,0.171
2025-02-21T18:45:00,900,19.04,0.16
2025-02-21T19:00:00,900,32.36,0.272
2025-02-21T19:15:00,900,18.68,0.157
2025-02-21T19:30:00,900,18.92,0.159
2025-02-21T19:45:00,900,25.34,0.213
2025-02-21T20:00:00,900,38.98,0.244
2025-02-21T20:15:00,900,37.23,0.233
2025-02-21T20:30:00,900,40.58,0.254
2025-02-21T20:45:00,900,39.14,0.245
2025-02-21T21:00:00,900,29.88,0.187
2025-02-21T21:15:00,900,25.72,0.161
2025-02-21T21:30:00,900,29.56,0.185
2025-02-21T21:45:00,900,22.05,0.138
2025-02-21T22:00:00,900,33.09,0.165
2025-02-21T22:15:00,900,35.1,0.175
2025-02-21T22:30:00,900,49.34,0.246
2025-02-21T22:45:00,900,46.13,0.23
2025-02-21T23:00:00,900,45.93,0.229
2025-02-21T23:15:00,900,39.71,0.198
2025-02-21T23:30:00,900,32.29,0.161
2025-02-21T23:45:00,900,43.52,0.217
2025-02-22T00:00:00,900,63.18,0.315
2025-02-22T00:15:00,900,54.15,0.27
2025-02-22T00:30:00,900,47.74,0.238
2025-02-22T00:45:00,900,50.34,0.251
2025-02-22T01:00:00,900,67.59,0.337
2025-02-22T01:15:00,900,46.13,0.23
2025-02-22T01:30:00,900,49.94,0.249
2025-02-22T01:45:00,900,63.58,0.317
2025-02-22T02:00:00,900,33.08,0.278
2025-02-22T02:15:00,900,28.32,0.238
2025-02-22T02:30:00,900,27.84,0.234
2025-02-22T02:45:00,900,40.46,0.34
2025-02-22T03:00:00,900,29.39,0.247
2025-02-22T08:30:00,900,19.04,0.16
2025-02-22T08:45:00,900,18.56,0.156
2025-02-22T09:00:00,900,20.11,0.169
2025-02-22T09:15:00,900,17.49,0.147
2025-02-22T09:30:00,900,19.51,0.164
2025-02-22T09:45:00,900,15.47,0.13
2025-02-22T10:00:00,900,15.7,0.132
2025-02-22T10:15:00,900,15.35,0.129
2025-02-22T10:30:00,900,15.58,0.131
2025-02-22T10:45:00,900,19.27,0.162
2025-02-22T11:00:00,900,20.46,0.172
2025-02-22T11:15:00,900,18.56,0.156
2025-02-22T11:30:00,900,17.49,0.147
2025-02-22T11:45:00,900,16.66,0.14
2025-02-22T12:00:00,900,19.99,0.168
2025-02-22T12:15:00,900,19.04,0.16
2025-02-22T12:30:00,900,17.49,0.147
2025-02-22T12:45:00,900,14.99,0.126
2025-02-22T13:00:00,900,25.34,0.213
2025-02-22T13:15:00,900,28.08,0.236
2025-02-22T13:30:00,900,40.46,0.34
2025-02-22T13:45:00,900,38.08,0.32
2025-02-22T14:00:00,900,36.89,0.31
2025-02-22T14:15:00,900,41.88,0.352
2025-02-22T14:30:00,900,26.53,0.223
2025-02-22T14:45:00,900,27.37,0.23
2025-02-22T15:00:00,900,25.34,0.213
2025-02-22T15:15:00,900,23.68,0.199
2025-02-22T15:30:00,900,24.99,0.21
2025-02-22T15:45:00,900,22.49,0.189
2025-02-22T16:00:00,900,26.29,0.221
2025-02-22T16:15:00,900,22.61,0.19
2025-02-22T16:30:00,900,25.82,0.217
2025-02-22T16:45:00,900,41.05,0.345
2025-02-22T17:00:00,900,18.44,0.155
